TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_original,Location_original,Channel_original,CustomerOccupation_original,cluster_id
609.14,39.0,177.0,1.0,9033.87,Debit,Tucson,ATM,Engineer,0
436.64,31.0,111.0,1.0,14365.18,Debit,Los Angeles,Branch,Doctor,1
870.4300000000001,29.0,55.0,1.0,10115.18,Debit,Los Angeles,Branch,Doctor,1
354.4,74.0,128.0,1.0,7358.65,Debit,Chicago,ATM,Retired,1
22.629999999999995,53.0,112.0,1.0,4438.03,Debit,Kansas City,Online,Engineer,1
182.19,26.0,53.0,1.0,1176.1,Debit,Mesa,Branch,Student,1
126.81,26.0,290.0,1.0,5427.98,Debit,Philadelphia,Branch,Engineer,0
288.17,37.0,50.0,1.0,3653.11,Debit,Virginia Beach,Online,Engineer,1
118.76999999999995,55.0,123.0,1.0,2104.82,Debit,Atlanta,Branch,Engineer,1
651.82,21.0,166.0,1.0,1802.77,Debit,Indianapolis,ATM,Student,0
66.65000000000003,37.0,33.0,1.0,3559.96,Debit,Detroit,ATM,Engineer,1
98.53,69.0,166.0,1.0,3564.8,Debit,Denver,Branch,Retired,0
138.94999999999996,71.0,30.0,1.0,6752.92,Debit,Washington,Online,Retired,1
33.889999999999986,26.0,177.0,1.0,1444.75,Debit,Nashville,Branch,Student,0
23.70999999999998,58.0,164.0,1.0,10788.89,Debit,Atlanta,Branch,Doctor,0
1830.0,55.0,238.0,1.0,2235.7,Debit,San Antonio,Online,Engineer,0
26.060000000000002,65.0,283.0,1.0,12893.63,Debit,San Diego,ATM,Doctor,0
17.069999999999993,27.0,44.0,1.0,2798.15,Debit,Los Angeles,Branch,Engineer,1
703.89,46.0,62.0,1.0,3583.67,Debit,San Antonio,Online,Engineer,1
1271.9,47.0,155.0,1.0,2120.8,Debit,Houston,ATM,Engineer,0
26.55000000000001,77.0,228.0,1.0,3085.38,Debit,Houston,ATM,Retired,0
147.4,42.0,259.0,1.0,6797.71,Debit,San Jose,Branch,Engineer,0
202.11,27.0,18.0,1.0,746.4700000000003,Debit,Memphis,ATM,Student,1
308.42,75.0,39.0,1.0,5427.81,Debit,Nashville,Branch,Retired,1
11.180000000000007,53.0,144.0,1.0,7467.3,Debit,Miami,ATM,Engineer,0
294.15,38.0,136.0,1.0,6362.16,Debit,Fresno,Online,Engineer,0
29.579999999999984,54.0,121.0,1.0,8345.26,Debit,Colorado Springs,Branch,Engineer,1
139.45,27.0,31.0,1.0,1305.7600000000002,Debit,Boston,Online,Student,1
432.63,29.0,137.0,1.0,13648.36,Debit,Colorado Springs,ATM,Doctor,0
131.43,43.0,65.0,1.0,1337.5,Debit,Charlotte,Online,Doctor,1
516.72,42.0,128.0,1.0,2015.69,Debit,Mesa,ATM,Engineer,1
121.82,69.0,123.0,3.0,8354.54,Debit,Colorado Springs,Online,Doctor,2
374.5,26.0,178.0,1.0,1671.5100000000002,Credit,San Francisco,Branch,Student,0
166.13,68.0,227.0,1.0,11822.53,Debit,Omaha,ATM,Doctor,0
626.9,23.0,146.0,1.0,587.1099999999997,Debit,Chicago,ATM,Student,0
466.85,56.0,165.0,1.0,5422.53,Debit,Austin,Branch,Retired,0
788.84,58.0,231.0,1.0,1913.73,Debit,Phoenix,Online,Retired,0
873.6500000000001,37.0,59.0,1.0,12139.83,Credit,Oklahoma City,Online,Doctor,1
525.28,69.0,134.0,1.0,4693.6,Debit,Colorado Springs,ATM,Retired,0
110.17000000000002,30.0,137.0,1.0,464.1999999999998,Debit,Raleigh,ATM,Engineer,0
632.69,80.0,76.0,1.0,4363.74,Debit,Denver,ATM,Retired,1
124.35,72.0,90.0,1.0,3319.76,Debit,Oklahoma City,ATM,Retired,1
43.849999999999994,62.0,122.0,1.0,4356.98,Debit,Fresno,ATM,Retired,1
283.81,28.0,29.0,1.0,1519.35,Debit,San Diego,Branch,Student,1
168.53,71.0,112.0,1.0,5962.58,Debit,San Francisco,ATM,Retired,1
218.59,40.0,123.0,1.0,6699.23,Credit,Denver,Branch,Engineer,1
132.84,21.0,143.0,1.0,822.7299999999996,Debit,Oklahoma City,ATM,Student,0
157.37,42.0,289.0,1.0,13964.31,Credit,Dallas,Branch,Doctor,0
144.77,20.0,159.0,1.0,867.3199999999997,Debit,Albuquerque,Online,Student,0
643.22,64.0,93.0,1.0,1035.8599999999997,Debit,Atlanta,ATM,Doctor,1
1392.54,41.0,297.0,1.0,13347.69,Debit,El Paso,Branch,Doctor,0
208.07,32.0,36.0,1.0,8478.9,Debit,Oklahoma City,Online,Doctor,1
94.30000000000001,57.0,57.0,1.0,11088.95,Debit,Phoenix,Branch,Doctor,1
295.5,59.0,36.0,1.0,6280.66,Debit,Mesa,ATM,Retired,1
30.230000000000018,44.0,99.0,1.0,481.1300000000001,Debit,Austin,ATM,Doctor,1
112.05000000000001,26.0,159.0,1.0,1122.8799999999997,Credit,Phoenix,ATM,Student,0
180.24,58.0,144.0,1.0,8431.23,Debit,Phoenix,Branch,Engineer,0
13.70999999999998,38.0,148.0,1.0,8342.79,Credit,Denver,Online,Engineer,0
96.54000000000002,58.0,95.0,1.0,7182.22,Debit,New York,Branch,Retired,1
79.35,67.0,70.0,1.0,1692.15,Debit,Los Angeles,Online,Retired,1
101.04000000000002,27.0,160.0,1.0,1695.5699999999997,Debit,San Antonio,ATM,Student,0
74.42000000000002,49.0,68.0,1.0,6264.21,Debit,El Paso,Online,Engineer,1
39.660000000000025,52.0,169.0,1.0,8497.34,Debit,Virginia Beach,Branch,Engineer,0
99.35999999999999,40.0,46.0,1.0,1272.12,Debit,Seattle,ATM,Doctor,1
123.85,56.0,244.0,1.0,3959.62,Debit,Las Vegas,Online,Engineer,0
426.93,19.0,248.0,1.0,476.1899999999996,Debit,Omaha,ATM,Student,0
133.73,25.0,123.0,1.0,1872.2200000000003,Credit,San Jose,Online,Student,1
222.39,49.0,73.0,1.0,3117.39,Debit,Virginia Beach,Online,Engineer,1
215.94,22.0,140.0,1.0,1841.69,Credit,Virginia Beach,Online,Student,0
6.300000000000011,80.0,283.0,5.0,7697.68,Debit,Columbus,Branch,Retired,2
826.23,29.0,209.0,1.0,7580.59,Debit,Colorado Springs,ATM,Doctor,0
416.37,35.0,67.0,1.0,7936.91,Debit,Columbus,Online,Engineer,1
131.46,67.0,258.0,1.0,6642.33,Debit,Charlotte,Branch,Retired,0
202.86,61.0,149.0,1.0,7642.25,Credit,Memphis,Branch,Doctor,0
268.39,26.0,171.0,1.0,136.73999999999978,Debit,Miami,ATM,Student,0
194.85,23.0,130.0,4.0,319.84000000000015,Debit,Jacksonville,Online,Student,2
137.35,40.0,220.0,1.0,12662.66,Credit,Sacramento,Online,Doctor,0
712.75,44.0,25.0,1.0,8126.06,Debit,Philadelphia,Branch,Doctor,1
353.82,42.0,143.0,1.0,705.75,Debit,Milwaukee,ATM,Doctor,0
507.25,73.0,143.0,1.0,5331.57,Debit,Washington,Branch,Retired,0
212.74,27.0,128.0,1.0,7645.47,Debit,Seattle,Branch,Engineer,1
364.42,51.0,146.0,1.0,8119.73,Debit,Colorado Springs,ATM,Engineer,0
195.12,46.0,144.0,1.0,6101.15,Debit,Louisville,ATM,Doctor,0
230.61,80.0,204.0,1.0,2561.42,Debit,Raleigh,Branch,Retired,0
739.28,58.0,47.0,1.0,11905.64,Credit,Tucson,Branch,Doctor,1
390.35,64.0,61.0,1.0,7095.88,Credit,Omaha,ATM,Doctor,1
242.03,58.0,124.0,1.0,4382.73,Debit,Dallas,Online,Engineer,1
242.39,18.0,271.0,1.0,1328.73,Credit,San Antonio,ATM,Student,0
135.02999999999997,23.0,180.0,1.0,1278.0,Debit,San Francisco,ATM,Student,0
83.5,61.0,91.0,5.0,1749.79,Debit,Dallas,Branch,Retired,2
193.54,80.0,267.0,1.0,2929.51,Debit,Oklahoma City,Branch,Retired,0
617.36,29.0,61.0,1.0,8926.38,Debit,Kansas City,Branch,Engineer,1
775.23,59.0,38.0,1.0,5977.59,Credit,Albuquerque,Online,Doctor,1
266.57,72.0,100.0,1.0,7676.92,Debit,El Paso,ATM,Retired,1
153.4,45.0,144.0,1.0,4657.7,Debit,Mesa,ATM,Engineer,0
946.94,53.0,251.0,1.0,5579.11,Debit,Charlotte,Branch,Retired,0
5.1200000000000045,34.0,90.0,1.0,3293.01,Debit,New York,Branch,Engineer,1
119.11000000000001,57.0,131.0,1.0,7998.25,Debit,Detroit,ATM,Engineer,0
1096.6999999999998,24.0,147.0,1.0,1093.8900000000003,Debit,Colorado Springs,Online,Student,0
119.72,30.0,123.0,1.0,3435.34,Debit,Tucson,Branch,Engineer,1
107.4,58.0,32.0,1.0,344.0699999999997,Debit,Virginia Beach,Online,Doctor,1
115.92000000000002,53.0,57.0,1.0,3897.17,Debit,Raleigh,ATM,Retired,1
438.04,67.0,247.0,1.0,5358.95,Debit,Philadelphia,ATM,Retired,0
677.29,27.0,287.0,1.0,627.79,Debit,Houston,Online,Engineer,0
296.0,35.0,248.0,1.0,7418.82,Debit,Las Vegas,Branch,Doctor,0
299.09,36.0,84.0,1.0,5615.26,Credit,Boston,Branch,Engineer,1
461.52,24.0,44.0,1.0,1995.1800000000003,Credit,Denver,Branch,Student,1
100.51999999999998,50.0,110.0,1.0,453.3900000000003,Debit,Las Vegas,ATM,Engineer,1
85.35,66.0,166.0,1.0,2173.76,Debit,Washington,ATM,Retired,0
79.75999999999999,39.0,170.0,1.0,6452.14,Debit,Raleigh,Branch,Engineer,0
778.49,75.0,107.0,1.0,7713.67,Credit,Omaha,Online,Retired,1
386.38,42.0,135.0,1.0,5528.36,Debit,Phoenix,Online,Engineer,0
165.25,35.0,106.0,1.0,9939.94,Debit,Sacramento,Online,Doctor,1
14.29000000000002,34.0,150.0,1.0,7016.99,Debit,Los Angeles,ATM,Engineer,0
232.79,55.0,145.0,1.0,2661.3,Credit,Indianapolis,Branch,Retired,0
1237.5599999999997,60.0,159.0,1.0,9410.17,Credit,Austin,Branch,Engineer,0
92.29000000000002,54.0,115.0,1.0,2026.3199999999997,Debit,Albuquerque,Branch,Engineer,1
293.97,68.0,153.0,1.0,7371.85,Debit,Phoenix,Branch,Retired,0
136.32,19.0,113.0,1.0,264.8299999999999,Debit,Miami,Online,Student,1
251.06,36.0,34.0,1.0,10001.66,Debit,Colorado Springs,Online,Doctor,1
50.170000000000016,77.0,35.0,1.0,7752.14,Credit,Sacramento,ATM,Retired,1
21.399999999999977,34.0,258.0,1.0,9594.11,Debit,Fresno,Branch,Engineer,0
73.28,21.0,20.999999999999986,1.0,1329.4099999999999,Debit,Boston,Branch,Student,1
70.23000000000002,38.0,260.0,1.0,11624.93,Debit,Memphis,ATM,Doctor,0
689.29,22.0,100.0,1.0,168.84000000000015,Debit,El Paso,ATM,Student,1
745.03,28.0,231.0,1.0,160.5699999999997,Debit,Fort Worth,Online,Student,0
54.610000000000014,58.0,160.0,1.0,7135.64,Debit,Milwaukee,ATM,Engineer,0
54.05000000000001,27.0,146.0,1.0,469.1400000000003,Debit,Louisville,Branch,Student,0
107.47,67.0,144.0,1.0,7517.5,Debit,Austin,Online,Retired,0
611.11,20.0,282.0,4.0,919.8400000000001,Debit,Detroit,ATM,Student,2
219.63,48.0,44.0,1.0,8013.63,Debit,Charlotte,ATM,Doctor,1
188.7,54.0,123.0,1.0,5077.06,Debit,New York,Branch,Retired,1
93.51999999999998,51.0,97.0,1.0,2791.2,Debit,Philadelphia,Online,Engineer,1
275.92,62.0,107.0,1.0,1777.38,Credit,Nashville,Branch,Retired,1
376.79,68.0,265.0,1.0,7749.14,Debit,Milwaukee,Branch,Retired,0
8.980000000000018,66.0,56.0,1.0,4516.76,Debit,Detroit,Online,Retired,1
697.32,68.0,91.0,1.0,2016.02,Debit,Atlanta,Online,Retired,1
17.44999999999999,18.0,88.0,1.0,1959.52,Debit,Omaha,ATM,Student,1
302.16,80.0,138.0,5.0,3876.61,Debit,Kansas City,Online,Retired,2
442.74,23.0,136.0,1.0,1790.27,Debit,San Diego,Branch,Student,0
623.9,27.0,249.0,1.0,711.4700000000003,Debit,San Jose,ATM,Student,0
445.41,35.0,235.0,3.0,12154.66,Debit,Fresno,ATM,Doctor,2
63.41,26.0,36.0,1.0,1546.2200000000003,Debit,Fort Worth,ATM,Student,1
346.85,44.0,88.0,1.0,7208.15,Debit,Kansas City,ATM,Doctor,1
71.94999999999999,59.0,53.0,1.0,9267.32,Credit,Omaha,Online,Engineer,1
7.5,63.0,36.0,1.0,6485.78,Debit,Dallas,Online,Retired,1
206.46,65.0,279.0,1.0,3984.38,Debit,Virginia Beach,ATM,Retired,0
423.11,60.0,47.0,1.0,412.77999999999975,Debit,Columbus,ATM,Engineer,1
35.839999999999975,54.0,172.0,1.0,4795.65,Credit,Colorado Springs,Online,Retired,0
88.6,28.0,105.0,1.0,246.5699999999997,Credit,Raleigh,Branch,Student,1
1431.3,18.0,168.0,1.0,1058.1300000000006,Debit,Oklahoma City,ATM,Student,0
53.81,55.0,37.0,2.0,2564.62,Credit,Raleigh,ATM,Engineer,1
22.45999999999998,54.0,78.0,1.0,6631.5,Debit,New York,Online,Retired,1
334.89,21.0,260.0,1.0,1661.6800000000003,Debit,Fort Worth,Online,Student,0
319.27,54.0,59.0,1.0,5504.01,Credit,Omaha,Online,Retired,1
144.3,18.0,88.0,1.0,312.1899999999996,Debit,Oklahoma City,ATM,Student,1
348.7,69.0,149.0,1.0,2445.58,Credit,Fresno,Branch,Retired,0
366.21,62.0,181.0,1.0,10862.99,Debit,Oklahoma City,ATM,Doctor,0
99.11000000000001,55.0,12.0,1.0,5414.87,Debit,Philadelphia,Online,Retired,1
539.35,55.0,127.0,1.0,3919.44,Debit,Milwaukee,ATM,Retired,1
188.99,58.0,92.0,1.0,7315.34,Debit,Oklahoma City,Branch,Engineer,1
1416.69,46.0,58.0,1.0,3740.73,Debit,Nashville,ATM,Engineer,1
710.14,26.0,227.0,1.0,465.6300000000001,Debit,El Paso,ATM,Student,0
308.68,53.0,170.0,1.0,9992.36,Debit,Milwaukee,Online,Doctor,0
166.68,57.0,139.0,1.0,5141.19,Debit,Mesa,ATM,Retired,0
0.9900000000000091,45.0,133.0,1.0,4317.85,Debit,Los Angeles,ATM,Engineer,0
505.19,30.0,128.0,5.0,5326.68,Debit,Kansas City,ATM,Doctor,2
66.57999999999998,23.0,79.0,1.0,1636.3199999999997,Debit,Raleigh,Branch,Student,1
223.43,77.0,178.0,1.0,7932.41,Debit,Dallas,Branch,Retired,0
659.95,60.0,114.0,1.0,3927.69,Debit,Detroit,Online,Engineer,1
634.86,27.0,45.0,1.0,588.5,Debit,Chicago,ATM,Student,1
286.5,30.0,60.0,1.0,8517.95,Credit,Boston,Branch,Engineer,1
322.96,76.0,168.0,1.0,2401.59,Credit,Philadelphia,Branch,Retired,0
654.48,19.0,114.0,1.0,6776.41,Debit,Columbus,Branch,Student,1
157.97,48.0,140.0,1.0,5529.92,Debit,Philadelphia,Branch,Doctor,0
120.9,40.0,52.0,1.0,9009.42,Debit,Tucson,Branch,Doctor,1
254.77,57.0,57.0,1.0,5994.87,Debit,Denver,Branch,Engineer,1
795.96,65.0,119.0,1.0,5468.58,Debit,Raleigh,Online,Retired,1
149.25,39.0,142.0,1.0,5677.52,Debit,Omaha,ATM,Engineer,0
3.420000000000016,43.0,158.0,1.0,14180.21,Credit,San Antonio,Online,Doctor,0
68.19,40.0,189.0,1.0,9895.1,Credit,Fresno,Online,Doctor,0
493.42,39.0,111.0,1.0,2232.84,Debit,Baltimore,Branch,Engineer,1
37.56999999999999,57.0,42.0,1.0,7739.54,Debit,El Paso,ATM,Retired,1
127.0,19.0,68.0,5.0,431.15999999999985,Credit,Nashville,Branch,Student,2
96.88999999999999,59.0,53.0,1.0,6044.93,Debit,Sacramento,ATM,Retired,1
448.33,25.0,161.0,1.0,922.1900000000005,Debit,Atlanta,ATM,Student,0
1116.48,51.0,55.0,1.0,447.52999999999975,Debit,San Diego,ATM,Engineer,1
8.649999999999977,48.0,273.0,1.0,10778.35,Debit,Las Vegas,Online,Doctor,0
65.57,41.0,82.0,1.0,7513.79,Debit,Miami,Online,Engineer,1
539.81,46.0,177.0,1.0,2051.25,Debit,San Francisco,Online,Engineer,0
363.53,63.0,142.0,1.0,1038.9099999999994,Debit,Kansas City,ATM,Retired,0
64.9,51.0,72.0,1.0,6854.61,Credit,Detroit,Branch,Retired,1
358.18,18.0,157.0,1.0,619.8599999999997,Debit,Boston,ATM,Student,0
167.2,30.0,84.0,1.0,11320.83,Debit,San Antonio,Branch,Doctor,1
121.91,60.0,133.0,1.0,14510.8,Debit,Chicago,Branch,Doctor,0
137.57,54.0,70.0,1.0,5103.67,Debit,Louisville,Online,Engineer,1
534.62,55.0,45.0,1.0,13793.53,Debit,Oklahoma City,Online,Doctor,1
463.9200000000001,50.0,199.0,1.0,2403.39,Debit,Mesa,Online,Engineer,0
320.14,60.0,96.0,1.0,3075.97,Debit,Milwaukee,Online,Retired,1
214.93,28.0,52.0,1.0,7835.4,Debit,Albuquerque,Online,Student,1
660.02,20.0,84.0,1.0,414.4300000000003,Debit,Nashville,Branch,Student,1
345.81,40.0,135.0,1.0,6116.8,Debit,Raleigh,Branch,Engineer,0
143.54,71.0,80.0,1.0,6067.62,Debit,Philadelphia,ATM,Retired,1
42.55000000000004,53.0,29.0,1.0,7341.43,Debit,Seattle,Branch,Engineer,1
1063.2499999999998,21.0,128.0,1.0,1240.71,Credit,Omaha,Online,Student,1
541.79,22.0,125.0,1.0,1454.08,Debit,Mesa,ATM,Student,1
40.56999999999999,26.0,63.0,1.0,1476.9099999999999,Debit,Columbus,Branch,Student,1
120.24000000000001,18.0,131.0,2.0,1943.13,Debit,Milwaukee,Branch,Student,0
498.67,28.0,244.0,1.0,1719.9700000000003,Debit,Miami,Online,Student,0
227.22,53.0,220.0,1.0,832.8199999999997,Debit,El Paso,ATM,Doctor,0
1182.86,30.0,34.0,1.0,7696.16,Debit,Tucson,Online,Engineer,1
56.94,76.0,74.0,1.0,7004.63,Credit,Charlotte,Online,Retired,1
629.8199999999999,68.0,159.0,1.0,6385.69,Debit,Colorado Springs,ATM,Retired,0
59.44,35.0,176.0,1.0,5472.03,Debit,Chicago,Online,Engineer,0
186.69,30.0,54.0,1.0,8602.22,Debit,New York,Branch,Engineer,1
230.46,19.0,179.0,1.0,162.52999999999975,Debit,Mesa,Online,Student,0
65.09,44.0,159.0,1.0,9370.9,Credit,Seattle,Online,Engineer,0
457.09,55.0,63.0,1.0,8570.82,Credit,Nashville,Online,Engineer,1
552.02,44.0,100.0,1.0,522.0799999999999,Credit,Chicago,ATM,Engineer,1
377.12,34.0,61.0,1.0,836.6700000000001,Debit,Houston,ATM,Engineer,1
204.56,18.0,179.0,1.0,364.72000000000025,Credit,San Diego,Branch,Student,0
420.28,35.0,144.0,1.0,8557.32,Debit,Washington,Branch,Doctor,0
97.09,24.0,202.0,4.0,1579.5699999999997,Debit,Fort Worth,ATM,Student,2
124.59,27.0,171.0,1.0,129.28999999999996,Debit,Charlotte,Branch,Student,0
73.88,39.0,34.0,1.0,6474.41,Debit,Charlotte,Online,Doctor,1
77.43,21.0,169.0,1.0,1380.21,Debit,Raleigh,Online,Student,0
106.15999999999997,56.0,277.0,4.0,7487.79,Debit,Phoenix,ATM,Doctor,2
245.93,54.0,172.0,1.0,7986.63,Debit,Fresno,Branch,Engineer,0
622.41,64.0,125.0,1.0,7322.01,Debit,Indianapolis,ATM,Doctor,1
43.72999999999999,34.0,145.0,1.0,9929.43,Debit,Omaha,ATM,Doctor,0
1282.86,19.0,68.0,1.0,1830.98,Debit,Austin,Branch,Student,1
2.0299999999999727,33.0,28.0,1.0,3012.31,Credit,Detroit,ATM,Engineer,1
770.65,31.0,137.0,1.0,7198.8,Debit,Jacksonville,Online,Doctor,0
260.31,63.0,113.0,1.0,10980.38,Debit,Austin,Branch,Doctor,1
356.1,26.0,187.0,1.0,868.3500000000004,Credit,Fort Worth,Branch,Student,0
27.069999999999993,80.0,39.0,1.0,3773.29,Credit,Virginia Beach,Branch,Retired,1
119.88999999999999,67.0,60.0,1.0,6697.77,Debit,Tucson,ATM,Doctor,1
106.38999999999999,37.0,281.0,1.0,9410.99,Debit,Virginia Beach,Online,Doctor,0
12.04000000000002,37.0,58.0,1.0,6213.32,Debit,Fort Worth,Online,Engineer,1
365.7,21.0,115.0,2.0,368.77999999999975,Debit,Houston,Branch,Student,1
29.379999999999995,28.0,63.0,1.0,1663.31,Credit,Baltimore,Branch,Student,1
319.85,60.0,148.0,1.0,711.6599999999999,Debit,Denver,ATM,Doctor,0
350.14,75.0,38.0,1.0,2403.25,Credit,Los Angeles,Online,Retired,1
163.94,52.0,73.0,1.0,5957.37,Credit,Virginia Beach,Branch,Retired,1
170.53,24.0,58.0,1.0,801.0100000000002,Debit,Oklahoma City,Branch,Student,1
262.22,40.0,136.0,1.0,5711.71,Credit,Baltimore,ATM,Engineer,0
41.49000000000001,24.0,13.000000000000014,1.0,928.3299999999999,Debit,Albuquerque,Online,Student,1
121.43,52.0,243.0,1.0,7365.28,Credit,Sacramento,Branch,Engineer,0
350.46,51.0,165.0,1.0,5839.38,Debit,Nashville,Branch,Retired,0
220.40999999999997,26.0,155.0,1.0,5116.98,Credit,El Paso,Online,Engineer,0
33.45999999999998,72.0,111.0,1.0,3641.07,Debit,Seattle,ATM,Retired,1
104.79000000000002,70.0,223.0,1.0,1352.19,Debit,Denver,ATM,Doctor,0
246.27,29.0,141.0,1.0,7299.86,Debit,Fresno,Online,Doctor,0
48.849999999999994,19.0,176.0,1.0,1503.56,Debit,Dallas,ATM,Student,0
332.0,69.0,17.0,1.0,5943.13,Debit,Charlotte,ATM,Retired,1
118.1,54.0,167.0,1.0,895.6599999999999,Debit,Memphis,Online,Engineer,0
84.59,67.0,10.0,1.0,5669.1,Credit,Las Vegas,Branch,Doctor,1
295.64,21.0,82.0,1.0,1061.96,Debit,Jacksonville,Online,Student,1
514.33,25.0,160.0,1.0,1592.94,Debit,Philadelphia,Branch,Student,0
992.1700000000001,43.0,169.0,1.0,6215.96,Debit,San Antonio,ATM,Doctor,0
94.58999999999997,39.0,34.0,1.0,6171.89,Debit,Washington,Online,Doctor,1
80.43,59.0,157.0,1.0,5987.67,Debit,Columbus,Branch,Retired,0
54.25,68.0,37.0,1.0,14783.33,Debit,Virginia Beach,Online,Doctor,1
178.88,76.0,93.0,4.0,4708.29,Credit,Dallas,Branch,Retired,2
518.85,22.0,82.0,1.0,1806.0,Debit,Kansas City,Online,Student,1
10.649999999999977,54.0,161.0,1.0,13240.719999999998,Debit,Louisville,Online,Doctor,0
198.62,27.0,84.0,1.0,1196.0699999999997,Credit,Tucson,Branch,Student,1
107.03,27.0,73.0,1.0,1408.0699999999997,Debit,Miami,Branch,Student,1
139.57,19.0,263.0,3.0,271.77999999999975,Debit,Fort Worth,ATM,Student,2
312.47,49.0,148.0,4.0,9419.27,Debit,Milwaukee,ATM,Engineer,2
346.11,41.0,213.0,1.0,9551.64,Debit,Dallas,Branch,Engineer,0
138.06,44.0,159.0,1.0,1070.4700000000007,Debit,Charlotte,Branch,Engineer,0
158.02,49.0,120.0,1.0,9374.24,Debit,New York,ATM,Engineer,1
830.01,66.0,96.0,1.0,4253.18,Credit,Chicago,Online,Retired,1
435.5,55.0,112.0,1.0,6981.03,Debit,Oklahoma City,ATM,Retired,1
110.49000000000001,57.0,47.999999999999986,1.0,10483.93,Debit,Raleigh,Online,Doctor,1
329.4,34.0,68.0,1.0,9588.07,Debit,Denver,Online,Doctor,1
635.4,47.0,106.0,1.0,1238.1099999999997,Debit,Denver,ATM,Doctor,1
769.97,22.0,23.0,1.0,1244.9300000000003,Debit,San Diego,Branch,Student,1
175.07,26.0,169.0,1.0,1040.25,Debit,Colorado Springs,Branch,Student,0
7.310000000000002,78.0,282.0,1.0,5757.67,Debit,Las Vegas,Branch,Retired,0
175.14999999999998,27.0,32.0,1.0,1712.65,Debit,Detroit,ATM,Student,1
32.54000000000002,25.0,183.0,4.0,1544.88,Debit,Oklahoma City,Online,Student,2
121.82,60.0,119.0,1.0,13293.829999999998,Debit,Dallas,Online,Doctor,1
56.119999999999976,30.0,102.0,1.0,8839.67,Debit,El Paso,ATM,Doctor,1
424.7,56.0,178.0,1.0,6239.89,Credit,Miami,Online,Retired,0
35.160000000000025,32.0,130.0,1.0,8459.18,Debit,Chicago,Branch,Engineer,0
35.73000000000002,65.0,87.0,1.0,9073.17,Debit,Miami,Branch,Doctor,1
3.4399999999999977,78.0,108.0,1.0,7561.33,Debit,Fort Worth,ATM,Retired,1
1342.25,21.0,235.0,1.0,694.0299999999997,Credit,Fort Worth,Branch,Student,0
139.03,50.0,81.0,1.0,2276.57,Credit,Los Angeles,Online,Engineer,1
254.92,28.0,169.0,1.0,2791.12,Credit,San Antonio,ATM,Engineer,0
115.11000000000001,28.0,139.0,1.0,9808.97,Debit,Albuquerque,Online,Engineer,0
171.11,57.0,171.0,1.0,6324.09,Debit,San Francisco,ATM,Retired,0
168.54,70.0,142.0,2.0,13406.0,Debit,Oklahoma City,ATM,Doctor,0
420.76,51.0,76.0,1.0,6581.55,Debit,Miami,Branch,Retired,1
408.46,64.0,28.0,1.0,3140.79,Debit,Raleigh,Branch,Retired,1
1162.42,30.0,45.0,1.0,10357.26,Credit,Detroit,Online,Doctor,1
342.17,21.0,247.0,1.0,461.8299999999999,Credit,New York,Branch,Student,0
580.71,53.0,95.0,1.0,5670.0,Debit,Philadelphia,ATM,Engineer,1
821.54,79.0,36.0,1.0,4040.32,Credit,Atlanta,Branch,Retired,1
253.47,20.0,238.0,1.0,220.51000000000022,Debit,Atlanta,Branch,Student,0
22.810000000000002,62.0,75.0,1.0,3634.76,Debit,New York,Online,Retired,1
266.57,39.0,96.0,1.0,7180.48,Credit,Boston,Online,Engineer,1
374.61,75.0,37.0,1.0,1389.71,Credit,Mesa,Online,Retired,1
339.35,78.0,70.0,1.0,5002.7,Credit,Boston,ATM,Retired,1
810.3600000000001,20.0,67.0,1.0,9239.12,Debit,Columbus,ATM,Student,1
9.829999999999984,24.0,86.0,1.0,666.4200000000001,Debit,Memphis,ATM,Student,1
135.57,51.0,116.0,1.0,11351.64,Credit,Boston,Branch,Doctor,1
340.05,43.0,37.0,1.0,7234.15,Debit,Detroit,ATM,Engineer,1
283.45,27.0,127.0,1.0,2049.51,Debit,Colorado Springs,Branch,Engineer,1
100.99000000000001,68.0,114.0,1.0,8865.27,Debit,New York,ATM,Doctor,1
90.88,18.0,176.0,1.0,3908.47,Debit,Albuquerque,Branch,Student,0
655.15,26.0,264.0,1.0,5587.44,Debit,Seattle,ATM,Engineer,0
320.55,50.0,118.0,1.0,438.75,Debit,Milwaukee,Online,Engineer,1
41.50999999999999,28.0,47.999999999999986,1.0,609.6000000000004,Debit,Phoenix,Online,Student,1
71.52999999999997,68.0,39.0,1.0,2393.73,Credit,Jacksonville,Branch,Retired,1
467.13,54.0,45.0,1.0,3914.84,Credit,Kansas City,Branch,Retired,1
235.4,28.0,70.0,1.0,818.3599999999997,Debit,Detroit,Branch,Student,1
159.32,18.0,100.0,1.0,304.4399999999996,Debit,Seattle,Branch,Student,1
50.829999999999984,30.0,47.999999999999986,1.0,9553.42,Credit,Philadelphia,Online,Doctor,1
56.889999999999986,59.0,56.0,1.0,3034.67,Credit,Houston,Branch,Engineer,1
20.21999999999997,43.0,138.0,1.0,5515.32,Debit,Jacksonville,ATM,Engineer,0
50.400000000000006,36.0,84.0,1.0,1677.0100000000002,Debit,San Antonio,Branch,Doctor,1
73.88,53.0,131.0,1.0,4055.55,Debit,Los Angeles,Branch,Retired,0
119.60999999999999,33.0,53.0,1.0,9899.94,Debit,San Diego,ATM,Doctor,1
